product_name,applicant,approval_date,te_code,appl_no
ESOMEPRAZOLE MAGNESIUM,SUN PHARMACEUTICAL INDUSTRIES LTD,2018-04-30,AB,209735
ESOMEPRAZOLE MAGNESIUM,TORRENT PHARMACEUTICALS LTD,2015-10-19,,203636
ESOMEPRAZOLE MAGNESIUM,TORRENT PHARMACEUTICALS LTD,2015-10-19,,203636
ESOMEPRAZOLE MAGNESIUM,ZHEJIANG YONGTAI PHARMACEUTICAL CO LTD,2023-12-27,AB,217022
ESOMEPRAZOLE MAGNESIUM,ZHEJIANG YONGTAI PHARMACEUTICAL CO LTD,2023-12-27,AB,217022
ESOMEPRAZOLE MAGNESIUM,ZYDUS PHARMACEUTICALS USA INC,2019-05-22,AB,206296
ESOMEPRAZOLE MAGNESIUM,ZYDUS PHARMACEUTICALS USA INC,2019-05-22,AB,206296
FLUOXETINE HYDROCHLORIDE,BARR LABORATORIES INC,2010-03-24,,076237
FLUOXETINE HYDROCHLORIDE,DR REDDYS LABORATORIES LTD,2010-03-22,,078572
LANSOPRAZOLE,AJANTA PHARMA LTD,2016-10-14,,203957
LANSOPRAZOLE,AJANTA PHARMA LTD,2016-10-14,,203957
LANSOPRAZOLE,ALKEM LABORATORIES LTD,2019-01-18,AB,207394
LANSOPRAZOLE,ALKEM LABORATORIES LTD,2019-01-18,AB,207394
LANSOPRAZOLE,APOTEX INC,2012-09-14,AB,202176
LANSOPRAZOLE,APOTEX INC,2012-09-14,AB,202176
LANSOPRAZOLE,CHARTWELL MOLECULAR HOLDINGS LLC,2017-09-28,AB,207156
LANSOPRAZOLE,CHARTWELL MOLECULAR HOLDINGS LLC,2017-09-28,AB,207156
LANSOPRAZOLE,DR REDDYS LABORATORIES LTD,2010-10-15,AB,091269
LANSOPRAZOLE,DR REDDYS LABORATORIES LTD,2012-05-18,,202194
LANSOPRAZOLE,DR REDDYS LABORATORIES LTD,2010-10-15,AB,091269
LANSOPRAZOLE,GLENMARK PHARMACEUTICALS INC USA,2012-05-18,,202727
LANSOPRAZOLE,HETERO LABS LTD UNIT III,2020-05-18,AB,203083
LANSOPRAZOLE,HETERO LABS LTD UNIT III,2020-05-18,AB,203083
LANSOPRAZOLE,INVENTIA HEALTHCARE LTD,2017-08-30,AB,205868
LANSOPRAZOLE,INVENTIA HEALTHCARE LTD,2017-08-30,AB,205868
LANSOPRAZOLE,KRKA TOVARNA ZDRAVIL DD NOVO MESTO,2013-09-16,,091212
LANSOPRAZOLE,KRKA TOVARNA ZDRAVIL DD NOVO MESTO,2013-09-16,,091212
LANSOPRAZOLE,LANNETT CO INC,2017-09-29,,207157
LANSOPRAZOLE,MACLEODS PHARMACEUTICALS LTD,2024-11-04,,208671
LANSOPRAZOLE,MACLEODS PHARMACEUTICALS LTD,2024-11-04,,208671
LANSOPRAZOLE,MYLAN PHARMACEUTICALS INC,2016-06-01,,203187
LANSOPRAZOLE,MYLAN PHARMACEUTICALS INC,2009-11-10,AB,090763
LANSOPRAZOLE,MYLAN PHARMACEUTICALS INC,2009-11-10,AB,090763
LANSOPRAZOLE,NATCO PHARMA LTD,2016-01-13,,203306
LANSOPRAZOLE,NATCO PHARMA LTD,2012-12-18,AB,201921
LANSOPRAZOLE,NATCO PHARMA LTD,2012-12-18,AB,201921
LANSOPRAZOLE,NOVITIUM PHARMA LLC,2018-10-17,,203964
LANSOPRAZOLE,NOVITIUM PHARMA LLC,2018-10-17,,203964
LANSOPRAZOLE,PERRIGO R AND D CO,2012-05-18,,202319
LANSOPRAZOLE,SANDOZ INC,2010-04-23,,090331
LANSOPRAZOLE,SANDOZ INC,2010-04-23,,090331
LANSOPRAZOLE,SUN PHARMACEUTICAL INDUSTRIES LTD,2013-09-13,,202637
LANSOPRAZOLE,SUN PHARMACEUTICAL INDUSTRIES LTD,2013-09-13,,091509
LANSOPRAZOLE,TEVA PHARMACEUTICALS USA,2009-11-10,AB,077255
LANSOPRAZOLE,TEVA PHARMACEUTICALS USA,2009-11-10,AB,077255
LANSOPRAZOLE,XIROMED PHARMA ESPANA SL,2016-07-25,AB,203203
LANSOPRAZOLE,XIROMED PHARMA ESPANA SL,2016-07-25,AB,203203
LANSOPRAZOLE,ZYDUS HEALTHCARE USA LLC,2013-08-19,AB,202366
LANSOPRAZOLE,ZYDUS HEALTHCARE USA LLC,2013-08-19,AB,202366
NEXIUM,ASTRAZENECA PHARMACEUTICALS LP,2001-02-20,AB,021153
NEXIUM,ASTRAZENECA PHARMACEUTICALS LP,2001-02-20,AB,021153
OMEPRAZOLE,ACTAVIS LABORATORIES FL INC,2008-05-30,AB,075347
OMEPRAZOLE,ACTAVIS LABORATORIES FL INC,2008-05-30,AB,075347
OMEPRAZOLE,ACTAVIS LABORATORIES FL INC,2008-05-30,AB,075347
OMEPRAZOLE,APOTEX INC,2007-10-22,AB,076048
OMEPRAZOLE,APOTEX INC,2007-10-22,AB,076048
OMEPRAZOLE,APOTEX INC,2009-01-21,AB,076048
OMEPRAZOLE,AUROBINDO PHARMA LTD,2015-08-19,AB,203270
OMEPRAZOLE,AUROBINDO PHARMA LTD,2015-08-19,AB,203270
OMEPRAZOLE,AUROBINDO PHARMA LTD,2015-08-19,AB,203270
OMEPRAZOLE,BRECKENRIDGE PHARMACEUTICAL INC,2017-07-03,AB,203481
OMEPRAZOLE,BRECKENRIDGE PHARMACEUTICAL INC,2017-07-03,AB,203481
OMEPRAZOLE,BRECKENRIDGE PHARMACEUTICAL INC,2017-07-03,AB,203481
OMEPRAZOLE,DR REDDYS LABORATORIES LTD,2007-10-22,AB,075576
OMEPRAZOLE,DR REDDYS LABORATORIES LTD,2009-03-16,AB,078490
OMEPRAZOLE,DR REDDYS LABORATORIES LTD,2007-10-22,AB,075576
OMEPRAZOLE,DR REDDYS LABORATORIES LTD,2009-03-16,AB,078490
OMEPRAZOLE,DR REDDYS LABORATORIES LTD,2009-01-21,AB,075576
OMEPRAZOLE,DR REDDYS LABORATORIES LTD,2009-04-17,AB,078490
OMEPRAZOLE,GLENMARK PHARMACEUTICALS LTD,2014-10-31,AB,091672
OMEPRAZOLE,GLENMARK PHARMACEUTICALS LTD,2014-10-31,AB,091672
OMEPRAZOLE,GLENMARK PHARMACEUTICALS LTD,2014-10-31,AB,091672
OMEPRAZOLE,HETERO LABS LTD UNIT III,2019-09-26,AB,204012
OMEPRAZOLE,HETERO LABS LTD UNIT III,2019-09-26,AB,204012
OMEPRAZOLE,IMPAX LABORATORIES INC,2007-10-22,AB,075785
OMEPRAZOLE,IMPAX LABORATORIES INC,2007-10-22,AB,075785
OMEPRAZOLE,IMPAX LABORATORIES INC,2009-01-21,AB,075785
OMEPRAZOLE,LANNETT CO INC,2002-11-01,AB,075410
OMEPRAZOLE,LANNETT CO INC,2002-11-01,AB,075410
OMEPRAZOLE,LANNETT CO INC,2009-01-23,AB,075410
OMEPRAZOLE,LUPIN LTD,2015-08-25,,202384
OMEPRAZOLE,PHARMOBEDIENT CONSULTING LLC,2018-06-29,,205070
OMEPRAZOLE,PHARMOBEDIENT CONSULTING LLC,2018-06-29,,205070
OMEPRAZOLE,PHARMOBEDIENT CONSULTING LLC,2018-06-29,,205070
OMEPRAZOLE,SANDOZ INC,2003-01-28,AB,075757
OMEPRAZOLE,SANDOZ INC,2003-01-28,AB,075757
OMEPRAZOLE,SANDOZ INC,2009-01-21,AB,076515
OMEPRAZOLE,STRIDES PHARMA GLOBAL PTE LTD,2003-05-29,,075876
OMEPRAZOLE,STRIDES PHARMA GLOBAL PTE LTD,2003-05-29,,075876
OMEPRAZOLE,STRIDES PHARMA GLOBAL PTE LTD,2009-01-21,,075876
OMEPRAZOLE,TEVA PHARMACEUTICALS USA,2017-06-13,AB,204661
OMEPRAZOLE,TEVA PHARMACEUTICALS USA,2017-06-13,,204661
OMEPRAZOLE,XIROMED PHARMA ESPANA SL,2020-12-10,AB,212977
OMEPRAZOLE,XIROMED PHARMA ESPANA SL,2020-12-10,AB,212977
OMEPRAZOLE,XIROMED PHARMA ESPANA SL,2024-12-27,AB,212977
OMEPRAZOLE,ZYDUS PHARMACEUTICALS USA INC,2012-11-19,AB,091352
OMEPRAZOLE,ZYDUS PHARMACEUTICALS USA INC,2012-11-19,AB,091352
OMEPRAZOLE,ZYDUS PHARMACEUTICALS USA INC,2012-11-19,AB,091352
PREVACID,TAKEDA PHARMACEUTICALS USA INC,1995-05-10,,020406
PREVACID,TAKEDA PHARMACEUTICALS USA INC,1995-05-10,AB,020406
PREVACID 24 HR,PERRIGO PHARMA INTERNATIONAL DESIGNATED ACTIVITY CO,2009-05-18,,022327
PRILOSEC,ASTRAZENECA PHARMACEUTICALS LP,1995-10-05,,019810
PRILOSEC,ASTRAZENECA PHARMACEUTICALS LP,1989-09-14,,019810
PRILOSEC,ASTRAZENECA PHARMACEUTICALS LP,1998-01-15,,019810
PROZAC WEEKLY,ELI LILLY AND CO,2001-02-26,,021235
VIDEX EC,BRISTOL MYERS SQUIBB CO,2000-10-31,,021183
VIDEX EC,BRISTOL MYERS SQUIBB CO,2000-10-31,,021183
VIDEX EC,BRISTOL MYERS SQUIBB CO,2000-10-31,,021183
VIDEX EC,BRISTOL MYERS SQUIBB CO,2000-10-31,,021183
ACIPHEX SPRINKLE,AYTU BIOSCIENCE INC,2013-03-26,,204736
ACIPHEX SPRINKLE,AYTU BIOSCIENCE INC,2013-03-26,,204736
BAFIERTAM,BANNER LIFE SCIENCES LLC,2020-04-28,,210296
BUDESONIDE,AMNEAL PHARMACEUTICALS OF NEW YORK LLC,2017-07-31,AB,206200
BUDESONIDE,AUROBINDO PHARMA USA INC,2011-05-16,AB,090410
BUDESONIDE,BARR LABORATORIES INC SUB TEVA PHARMACEUTICALS USA,2014-04-02,,090379
BUDESONIDE,DR REDDYS LABORATORIES SA,2016-04-08,AB,206623
BUDESONIDE,NATCO PHARMA LTD,2016-11-23,,206724
BUDESONIDE,RISING PHARMA HOLDINGS INC,2017-04-07,AB,207367
BUDESONIDE,SCIECURE PHARMA INC,2017-09-28,,209041
BUDESONIDE,ZYDUS PHARMACEUTICALS USA INC,2017-05-04,AB,206134
DELZICOL,ABBVIE INC,2013-02-01,,204412
DEXILANT,TAKEDA PHARMACEUTICALS USA INC,2009-01-30,AB,022287
DEXILANT,TAKEDA PHARMACEUTICALS USA INC,2009-01-30,AB,022287
DEXLANSOPRAZOLE,ALEMBIC PHARMACEUTICALS LTD,2025-11-12,AB,219115
DEXLANSOPRAZOLE,ALEMBIC PHARMACEUTICALS LTD,2025-11-12,AB,219115
DEXLANSOPRAZOLE,MYLAN PHARMACEUTICALS INC,2024-01-19,AB,205205
DEXLANSOPRAZOLE,MYLAN PHARMACEUTICALS INC,2024-01-19,AB,205205
DEXLANSOPRAZOLE,PH HEALTH LTD,2022-06-16,AB,202294
DEXLANSOPRAZOLE,PH HEALTH LTD,2017-04-19,AB,202294
DEXLANSOPRAZOLE,TWI PHARMACEUTICALS INC,2022-09-16,AB,202666
DEXLANSOPRAZOLE,TWI PHARMACEUTICALS INC,2022-09-16,AB,202666
DIMETHYL FUMARATE,ACCORD HEALTHCARE INC,2020-09-24,AB,210499
DIMETHYL FUMARATE,ACCORD HEALTHCARE INC,2020-09-24,AB,210499
DIMETHYL FUMARATE,ALKEM LABORATORIES LTD,2020-09-24,AB,210440
DIMETHYL FUMARATE,ALKEM LABORATORIES LTD,2020-09-24,AB,210440
DIMETHYL FUMARATE,AMNEAL EU LTD,2020-09-24,AB,210402
DIMETHYL FUMARATE,AMNEAL EU LTD,2020-09-24,AB,210402
DIMETHYL FUMARATE,AUROBINDO PHARMA LTD,2022-12-22,AB,210385
DIMETHYL FUMARATE,AUROBINDO PHARMA LTD,2022-12-22,AB,210385
DIMETHYL FUMARATE,CIPLA LTD,2020-09-24,,210305
DIMETHYL FUMARATE,CIPLA LTD,2020-09-24,,210305
DIMETHYL FUMARATE,GLENMARK PHARMACEUTICALS LTD,2020-10-06,AB,210309
DIMETHYL FUMARATE,GLENMARK PHARMACEUTICALS LTD,2020-10-06,AB,210309
DIMETHYL FUMARATE,HETERO LABS LTD UNIT III,2020-09-24,AB,210500
DIMETHYL FUMARATE,HETERO LABS LTD UNIT III,2020-09-24,AB,210500
DIMETHYL FUMARATE,LUPIN INC,2020-10-05,AB,210226
DIMETHYL FUMARATE,LUPIN INC,2020-10-05,AB,210226
DIMETHYL FUMARATE,MACLEODS PHARMACEUTICALS LTD,2024-06-26,AB,210377
DIMETHYL FUMARATE,MACLEODS PHARMACEUTICALS LTD,2024-06-26,AB,210377
DIMETHYL FUMARATE,MSN LABORATORIES PRIVATE LTD,2020-09-24,AB,210460
DIMETHYL FUMARATE,MSN LABORATORIES PRIVATE LTD,2020-09-24,AB,210460
DIMETHYL FUMARATE,MYLAN PHARMACEUTICALS INC,2020-08-17,AB,210531
DIMETHYL FUMARATE,MYLAN PHARMACEUTICALS INC,2020-08-17,AB,210531
DIMETHYL FUMARATE,PRINSTON PHARMACEUTICAL INC,2022-10-18,AB,210414
DIMETHYL FUMARATE,PRINSTON PHARMACEUTICAL INC,2022-10-18,AB,210414
DIMETHYL FUMARATE,SAWAI USA INC,2021-12-21,,210285
DIMETHYL FUMARATE,SAWAI USA INC,2021-12-21,,210285
DIMETHYL FUMARATE,SOLA PHARMACEUTICALS,2021-03-26,AB,210436
DIMETHYL FUMARATE,SOLA PHARMACEUTICALS,2021-03-26,AB,210436
DIMETHYL FUMARATE,TORRENT PHARMACEUTICALS LTD,2025-01-06,,210390
DIMETHYL FUMARATE,TORRENT PHARMACEUTICALS LTD,2025-01-06,,210390
DIMETHYL FUMARATE,TWI PHARMACEUTICALS INC,2020-10-14,AB,210382
DIMETHYL FUMARATE,TWI PHARMACEUTICALS INC,2020-10-14,AB,210382
DIMETHYL FUMARATE,ZYDUS PHARMACEUTICALS USA INC,2020-09-24,,210538
DIMETHYL FUMARATE,ZYDUS PHARMACEUTICALS USA INC,2020-09-24,,210538
DIROXIMEL FUMARATE,ZYDUS WORLDWIDE DMCC,2025-11-12,AB,218596
DORYX,MAYNE PHARMA INTERNATIONAL PTY LTD,2001-08-13,,050582
DORYX,MAYNE PHARMA INTERNATIONAL PTY LTD,1985-07-22,,050582
DORYX,WARNER CHILCOTT BERMUDA LTD,1985-10-30,,062653
DOXYCYCLINE HYCLATE,BAUSCH HEALTH US LLC,2005-12-21,,065281
DOXYCYCLINE HYCLATE,BAUSCH HEALTH US LLC,2005-12-21,,065281
ENTOCORT EC,PADAGIS US LLC,2001-10-02,AB,021324
ESOMEPRAZOLE MAGNESIUM,AMNEAL PHARMACEUTICALS OF NY LLC,2019-06-05,,209716
ESOMEPRAZOLE MAGNESIUM,AUROBINDO PHARMA LTD,2017-10-16,,209339
ESOMEPRAZOLE MAGNESIUM,DR REDDYS LABORATORIES LTD,2024-04-30,,207198
ESOMEPRAZOLE MAGNESIUM,DR REDDYS LABORATORIES LTD,2018-05-15,,207673
ESOMEPRAZOLE MAGNESIUM,GLENMARK SPECIALTY SA,2024-06-11,,218092
ESOMEPRAZOLE MAGNESIUM,GRAVITI PHARMACEUTICALS PRIVATE LTD,2022-06-24,,216349
ESOMEPRAZOLE MAGNESIUM,GUARDIAN DRUG CO,2023-03-15,,216149
ESOMEPRAZOLE MAGNESIUM,HETERO LABS LTD UNIT III,2020-05-28,,208939
ESOMEPRAZOLE MAGNESIUM,HETERO LABS LTD UNIT III,2020-06-02,,212507
ESOMEPRAZOLE MAGNESIUM,MARKSANS PHARMA LTD,2023-09-29,,217264
ESOMEPRAZOLE MAGNESIUM,PERRIGO R AND D CO,2017-08-18,,207193
ESOMEPRAZOLE MAGNESIUM,PHARMOBEDIENT CONSULTING LLC,2019-10-16,,212376
ESOMEPRAZOLE MAGNESIUM,SUN PHARMACEUTICAL INDUSTRIES LTD,2020-05-04,,212866
ESOMEPRAZOLE STRONTIUM,BELCHER PHARMATECH LLC,2013-08-06,,202342
ESOMEPRAZOLE STRONTIUM,BELCHER PHARMATECH LLC,2013-08-06,,202342
FENOFIBRIC ACID,ACTAVIS ELIZABETH LLC,2015-10-07,AB,200920
FENOFIBRIC ACID,ACTAVIS ELIZABETH LLC,2015-10-07,AB,200920
FENOFIBRIC ACID,ALEMBIC PHARMACEUTICALS LTD,2017-05-12,AB,208705
FENOFIBRIC ACID,ALEMBIC PHARMACEUTICALS LTD,2017-05-12,AB,208705
FENOFIBRIC ACID,AUROBINDO PHARMA LTD,2019-07-25,AB,212598
FENOFIBRIC ACID,AUROBINDO PHARMA LTD,2019-07-25,AB,212598
FENOFIBRIC ACID,CHARTWELL RX SCIENCES LLC,2013-12-04,AB,200750
FENOFIBRIC ACID,CHARTWELL RX SCIENCES LLC,2013-12-04,AB,200750
FENOFIBRIC ACID,IMPAX LABORATORIES INC,2016-09-07,AB,200264
FENOFIBRIC ACID,IMPAX LABORATORIES INC,2016-09-07,AB,200264
FENOFIBRIC ACID,MACLEODS PHARMACEUTICALS LTD,2024-02-08,,207796
FENOFIBRIC ACID,MACLEODS PHARMACEUTICALS LTD,2024-02-08,,207796
FENOFIBRIC ACID,MICRO LABS LTD,2020-06-16,AB,213450
FENOFIBRIC ACID,MICRO LABS LTD,2020-06-16,AB,213450
FENOFIBRIC ACID,PH HEALTH LTD,2013-07-18,,201573
FENOFIBRIC ACID,PH HEALTH LTD,2013-07-18,,201573
FENOFIBRIC ACID,PHARMOBEDIENT CONSULTING LLC,2013-03-25,,200913
FENOFIBRIC ACID,PHARMOBEDIENT CONSULTING LLC,2013-03-25,,200913
FENOFIBRIC ACID,RISING PHARMA HOLDINGS INC,2019-07-18,AB,211626
FENOFIBRIC ACID,RISING PHARMA HOLDINGS INC,2019-07-18,AB,211626
FENOFIBRIC ACID,TWI PHARMACEUTICALS INC,2019-07-05,,210469
FENOFIBRIC ACID,TWI PHARMACEUTICALS INC,2019-07-05,,210469
FENOFIBRIC ACID,YICHANG HUMANWELL PHARMACEUTICAL CO LTD,2020-12-23,AB,212562
FENOFIBRIC ACID,YICHANG HUMANWELL PHARMACEUTICAL CO LTD,2020-12-23,AB,212562
MESALAMINE,TEVA PHARMACEUTICALS USA INC,2019-05-09,,207873
MYCAPSSA,CHIESI FARMACEUTICI SPA,2020-06-26,,208232
NEXIUM 24HR,ASTRAZENECA LP,2014-03-28,,204655
OMEPRAZOLE MAGNESIUM,AUROBINDO PHARMA LTD,2023-04-28,,213201
OMEPRAZOLE MAGNESIUM,DEXCEL PHARMA TECHNOLOGIES LTD,2022-05-24,,216096
OMEPRAZOLE MAGNESIUM,DR REDDYS LABORATORIES LTD,2009-06-05,,078878
OMEPRAZOLE MAGNESIUM,SUN PHARMA INDUSTRIES LTD,2018-07-20,,210593
ORTIKOS,SUN PHARMACEUTICAL INDUSTRIES INC,2019-06-13,,211929
ORTIKOS,SUN PHARMACEUTICAL INDUSTRIES INC,2019-06-13,,211929
PROCYSBI,HORIZON THERAPEUTICS USA INC,2013-04-30,,203389
PROCYSBI,HORIZON THERAPEUTICS USA INC,2013-04-30,,203389
STAVZOR,BIONPHARMA INC,2008-07-29,,022152
STAVZOR,BIONPHARMA INC,2008-07-29,,022152
STAVZOR,BIONPHARMA INC,2008-07-29,,022152
TALICIA,TALICIA HOLDINGS INC,2019-11-01,,213004
TARPEYO,CALLIDITAS THERAPEUTICS AB,2021-12-15,,215935
TECFIDERA,BIOGEN INC,2013-03-27,AB,204063
TECFIDERA,BIOGEN INC,2013-03-27,AB,204063
TRILIPIX,ABBVIE INC,2008-12-15,,022224
TRILIPIX,ABBVIE INC,2008-12-15,,022224
VUMERITY,BIOGEN INC,2019-10-29,AB,211855
ACETAZOLAMIDE,ACCORD HEALTHCARE INC,2018-10-18,AB,207659
ACETAZOLAMIDE,ALEMBIC PHARMACEUTICALS LTD,2019-02-19,AB,210423
ACETAZOLAMIDE,CADILA HEALTHCARE LTD,2019-01-16,AB,205301
ACETAZOLAMIDE,HERITAGE PHARMA LABS INC,2008-12-10,AB,040904
ACETAZOLAMIDE,INDICUS PHARMA LLC,2011-07-14,AB,090779
ACETAZOLAMIDE,MICRO LABS LTD INDIA,2020-10-01,AB,207401
ACETAZOLAMIDE,MPP PHARMA LLC,2016-03-29,AB,204691
ACETAZOLAMIDE,NOVAST LABORATORIES LTD,2016-09-30,AB,203434
ACETAZOLAMIDE,RISING PHARMA HOLDINGS INC,2019-06-18,,203917
ACTIFED,GLAXOSMITHKLINE,1985-06-17,,018996
ADDERALL XR 10,TAKEDA PHARMACEUTICALS USA INC,2001-10-11,AB1,021303
ADDERALL XR 15,TAKEDA PHARMACEUTICALS USA INC,2002-05-22,AB1,021303
ADDERALL XR 20,TAKEDA PHARMACEUTICALS USA INC,2001-10-11,AB1,021303
ADDERALL XR 25,TAKEDA PHARMACEUTICALS USA INC,2002-05-22,AB1,021303
ADDERALL XR 30,TAKEDA PHARMACEUTICALS USA INC,2001-10-11,AB1,021303
ADDERALL XR 5,TAKEDA PHARMACEUTICALS USA INC,2002-05-22,AB1,021303
ADHANSIA XR,PURDUE PHARMA LP,2019-02-27,,212038
ADHANSIA XR,PURDUE PHARMA LP,2019-02-27,,212038
ADHANSIA XR,PURDUE PHARMA LP,2019-02-27,,212038
ADHANSIA XR,PURDUE PHARMA LP,2019-02-27,,212038
ADHANSIA XR,PURDUE PHARMA LP,2019-02-27,,212038
ADHANSIA XR,PURDUE PHARMA LP,2019-02-27,,212038
AEROLATE III,FLEMING AND CO PHARMACEUTICALS INC,1986-11-24,,085075
AEROLATE JR,FLEMING AND CO PHARMACEUTICALS INC,1986-11-24,,085075
AEROLATE SR,FLEMING AND CO PHARMACEUTICALS INC,1986-11-24,,085075
AGGRENOX,BOEHRINGER INGELHEIM PHARMACEUTICALS INC,1999-11-22,,020884
AMANTADINE HYDROCHLORIDE,ZYDUS WORLDWIDE DMCC,2024-08-26,,214897
AMRIX,TEVA PHARMACEUTICALS INTERNATIONAL GMBH,2007-02-01,AB,021777
AMRIX,TEVA PHARMACEUTICALS INTERNATIONAL GMBH,2007-02-01,AB,021777
APRISO,SALIX PHARMACEUTICALS INC,2008-10-31,AB,022301
APTENSIO XR,RHODES PHARMACEUTICALS LP,2015-04-17,AB3,205831
APTENSIO XR,RHODES PHARMACEUTICALS LP,2015-04-17,AB3,205831
APTENSIO XR,RHODES PHARMACEUTICALS LP,2015-04-17,AB3,205831
APTENSIO XR,RHODES PHARMACEUTICALS LP,2015-04-17,AB3,205831
APTENSIO XR,RHODES PHARMACEUTICALS LP,2015-04-17,AB3,205831
APTENSIO XR,RHODES PHARMACEUTICALS LP,2015-04-17,AB3,205831
APTENSIO XR,RHODES PHARMACEUTICALS LP,2015-04-17,AB3,205831
ARTANE,LEDERLE LABORATORIES DIV AMERICAN CYANAMID CO,,,006773
ARTANE,LEDERLE LABORATORIES DIV AMERICAN CYANAMID CO,,,012947
ASPIRIN AND DIPYRIDAMOLE,AMNEAL PHARMACEUTICALS OF NEW YORK LLC,2016-03-08,AB,206392
ASPIRIN AND DIPYRIDAMOLE,ANI PHARMACEUTICALS INC,2017-01-18,,206964
ASPIRIN AND DIPYRIDAMOLE,BARR LABORATORIES INC,2009-08-14,AB,078804
ASPIRIN AND DIPYRIDAMOLE,CHARTWELL MOLECULAR HOLDINGS LLC,2019-03-20,,204552
ASPIRIN AND DIPYRIDAMOLE,DR REDDYS LABORATORIES LTD,2018-10-10,AB,209048
ASPIRIN AND DIPYRIDAMOLE,GLENMARK SPECIALTY SA,2019-05-24,AB,210318
ASPIRIN AND DIPYRIDAMOLE,MICRO LABS LTD,2021-08-11,AB,209929
ASPIRIN AND DIPYRIDAMOLE,PH HEALTH LTD,2017-01-18,AB,207944
ASPIRIN AND DIPYRIDAMOLE,SANDOZ INC,2017-01-18,AB,206739
ASPIRIN AND DIPYRIDAMOLE,SUN PHARMACEUTICAL INDUSTRIES LTD,2018-08-21,,208572
ASPIRIN AND DIPYRIDAMOLE,ZYDUS PHARMACEUTICALS USA INC,2017-08-29,AB,206753
ASTAGRAF XL,ASTELLAS PHARMA US INC,2013-07-19,AB,204096
ASTAGRAF XL,ASTELLAS PHARMA US INC,2013-07-19,AB,204096
ASTAGRAF XL,ASTELLAS PHARMA US INC,2013-07-19,AB,204096
AVINZA,KING PHARMACEUTICALS LLC,2002-03-20,,021260
AVINZA,KING PHARMACEUTICALS LLC,2008-12-18,,021260
AVINZA,KING PHARMACEUTICALS LLC,2002-03-20,,021260
AVINZA,KING PHARMACEUTICALS LLC,2008-12-18,,021260
AVINZA,KING PHARMACEUTICALS LLC,2002-03-20,,021260
AVINZA,KING PHARMACEUTICALS LLC,2002-03-20,,021260
BIPHETAMINE 12.5,UCB INC,,,010093
BIPHETAMINE 20,UCB INC,,,010093
BIPHETAMINE 7.5,UCB INC,,,010093
BONTRIL,VALEANT PHARMACEUTICALS INTERNATIONAL,1982-09-21,,088021
CARBAMAZEPINE,ANI PHARMACEUTICALS INC,2011-05-20,AB,076697
CARBAMAZEPINE,ANI PHARMACEUTICALS INC,2011-05-20,AB,076697
CARBAMAZEPINE,ANI PHARMACEUTICALS INC,2011-05-20,AB,076697
CARBAMAZEPINE,APOTEX INC,2011-11-25,AB,078986
CARBAMAZEPINE,APOTEX INC,2011-11-25,AB,078986
CARBAMAZEPINE,APOTEX INC,2011-11-25,AB,078986
CARBAMAZEPINE,TARO PHARMACEUTICAL INDUSTRIES LTD,2013-06-21,,201106
CARBAMAZEPINE,TARO PHARMACEUTICAL INDUSTRIES LTD,2013-06-21,,201106
CARBAMAZEPINE,TARO PHARMACEUTICAL INDUSTRIES LTD,2013-06-21,,201106
CARBAMAZEPINE,TEVA PHARMACEUTICALS USA,2012-09-20,AB,078592
CARBAMAZEPINE,TEVA PHARMACEUTICALS USA,2012-09-20,AB,078592
CARBAMAZEPINE,TEVA PHARMACEUTICALS USA,2012-09-20,AB,078592
CARBATROL,TAKEDA PHARMACEUTICALS USA INC,1997-09-30,AB,020712
CARBATROL,TAKEDA PHARMACEUTICALS USA INC,1997-09-30,AB,020712
CARBATROL,TAKEDA PHARMACEUTICALS USA INC,1997-09-30,AB,020712
CARDENE SR,CHIESI USA INC,1992-02-21,,020005
CARDENE SR,CHIESI USA INC,1992-02-21,,020005
CARDENE SR,CHIESI USA INC,1992-02-21,,020005
CARDIZEM CD,BAUSCH HEALTH US LLC,1992-08-10,AB3,020062
CARDIZEM CD,BAUSCH HEALTH US LLC,1991-12-27,AB3,020062
CARDIZEM CD,BAUSCH HEALTH US LLC,1991-12-27,AB3,020062
CARDIZEM CD,BAUSCH HEALTH US LLC,1991-12-27,AB3,020062
CARDIZEM CD,BAUSCH HEALTH US LLC,1999-08-24,AB3,020062
CARDIZEM SR,BIOVAIL LABORATORIES INC,1989-01-23,,019471
CARDIZEM SR,BIOVAIL LABORATORIES INC,1989-01-23,,019471
CARDIZEM SR,BIOVAIL LABORATORIES INC,1989-01-23,,019471
CARDIZEM SR,BIOVAIL LABORATORIES INC,1989-01-23,,019471
CARTIA XT,ACTAVIS LABORATORIES FL INC,1998-07-09,AB3,074752
CARTIA XT,ACTAVIS LABORATORIES FL INC,1998-07-09,AB3,074752
CARTIA XT,ACTAVIS LABORATORIES FL INC,1998-07-09,AB3,074752
CARTIA XT,ACTAVIS LABORATORIES FL INC,1998-07-09,AB3,074752
CARVEDILOL PHOSPHATE,IMPAX LABORATORIES INC,2018-05-07,AB,204717
CARVEDILOL PHOSPHATE,IMPAX LABORATORIES INC,2018-05-07,AB,204717
CARVEDILOL PHOSPHATE,IMPAX LABORATORIES INC,2018-05-07,AB,204717
CARVEDILOL PHOSPHATE,IMPAX LABORATORIES INC,2018-05-07,AB,204717
CARVEDILOL PHOSPHATE,SUN PHARMACEUTICAL INDUSTRIES INC,2017-10-25,AB,090132
